"Date","Year","Quarter","FY","QFY","Month","EXP_SEC","EXP_RAW","EXP_AGR","EXP_EDU","EXP_HEA","EXP_WAE","EXP_JLO","EXP_ACC","EXP_EAM","EXP_TTI","EXP_LHUD","EXP_SD","EXP_ICT","EXP_PSM","EXP_PAD","EXP_PARL","EXP_STD","EXP_TOU","EXP_LGOV","EXP_I","EXP_I_DOM","EXP_I_EXT","EXP_CEN_TOT","EXP_LGP_TOT","EXP_I_TOT","EXP"
2008-08-01,2008,"Q3","2008/09","Q1","August",29.2819869354008,70.8164564648628,20.3919550013168,64.5536379203922,33.5593673480711,9.99634218137563,12.256414689,17.2803757635035,37.3687765080236,1.76138343,0.256305158,1.687887104,0.281741089,22.0260216110056,30.3380831314167,11.4756108260442,,,,27.6932648831496,24.992515680639,2.7007492025106,262.426246115413,100.906099046,27.6932648831496,391.025610044562
2008-09-01,2008,"Q3","2008/09","Q1","September",24.43762126,31.1814376556207,16.9283717244404,74.575271722076,24.1310468102853,4.76403890140787,15.3054348418591,23.2014660191112,3.4285030887585,3.441870240237,0.814768146,2.011276562,2.9706506932033,26.6509282164607,10.7980407915108,8.23765411097115,,,,29.6804634923506,24.8830102517784,4.7974532405722,208.065025847942,64.813354936,29.6804634923506,302.558844276293
2008-10-01,2008,"Q4","2008/09","Q2","October",66.528643142,24.594911625888,55.8820509021808,57.1086390072223,28.7857364569065,7.31873750303863,30.4147478180752,24.1737787997146,12.0912403778234,1.382019564,0.58177711,1.293837887,0.248401805,64.9679578738356,16.7595803244167,9.505424451,,,,35.3641174661405,27.8146592429202,7.54945822322032,255.247431515102,146.390053133,35.3641174661405,437.001602114242
2008-11-01,2008,"Q4","2008/09","Q2","November",32.3701137987817,45.4547263684729,7.70894591432417,89.4380507681941,37.5961354583189,15.105743306645,16.9522233041379,17.6419487732982,19.8366596589799,2.384144449,0.67711207,1.81818773824236,0.172618133,32.4937091156605,37.7247802544167,14.9179665417326,,,,27.1427772063934,25.2872792048789,1.85549800151446,275.340743747205,96.952321906,27.1427772063934,399.435842859598
2008-12-01,2008,"Q4","2008/09","Q2","December",37.8635509489219,35.8098513429985,11.6033029760918,54.0931233458642,26.3551877971981,6.58089831187752,30.1712960102417,32.238361260114,37.6220568316597,8.20766101226144,1.067382266,1.21469630036626,0.372497702,28.3738801152131,13.2178987073369,6.405229525,,,,28.5808705009382,25.2924756897896,3.28839481114858,270.239152154145,60.957722299,28.5808705009382,359.777744954083
2009-01-01,2009,"Q1","2008/09","Q3","January",34.9803737256892,61.8609593916522,26.4676347144536,57.8762361390463,22.930066304999,6.73315289234295,18.9960790372871,24.9070746625704,21.2920722964456,1.778213775,0.312770101,2.258124054,0.21422485848997,37.3481609111151,12.0269566884167,14.163024068,,,,28.9516934663307,27.9321444298564,1.01954903647425,236.012826895508,108.132296725,28.9516934663307,373.096817086839
2009-02-01,2009,"Q1","2008/09","Q3","February",59.187547331,24.5384609321023,33.2851109225356,72.610161389651,31.9961348523623,3.7661681321258,21.1344756461575,28.3622228904322,10.7627415840406,1.48202088646498,0.50583806,1.88839227619259,0.10709238,35.9954172908137,10.9335493445074,13.919030614,,,,28.1439936224969,25.0582929083269,3.08570071417005,246.278607280386,104.195757252,28.1439936224969,378.618358154883
2009-03-01,2009,"Q1","2008/09","Q3","March",34.9796362659968,208.405502365397,28.5082166592245,56.6198760239807,53.2044509923224,10.2499716740904,24.43681699,38.9814334864922,41.7235812252599,3.86758353140724,0.520802506,1.27270992109781,0.212794093,40.5989058106024,15.4967725504167,10.850849701,,,,31.5409589382943,24.2737625721991,7.26719636609527,489.650759843288,80.279143953,31.5409589382943,601.470862734582
2009-04-01,2009,"Q2","2008/09","Q4","April",38.617203299,31.867531777035,5.42905666897444,66.0816938513872,31.7777552205127,15.8535370762602,24.526370268,25.5893979271541,13.2037903452892,1.00603503388784,0.517546688,0.917079475,1.576025449,40.1567645611427,17.6810782354167,10.308086973,,,,35.2346025294562,25.9534535068351,9.28114902262113,187.83402517906,137.27492767,35.2346025294562,360.343555378516
2009-05-01,2009,"Q2","2008/09","Q4","May",70.577064542,19.6093345395273,22.4267906454406,72.3637483989508,51.3291621259174,6.509076539,24.311308357,43.5570467497843,7.20809918072055,4.52667251772425,1.139091995,3.765134889,0.35135807,29.0678042725601,28.7865728324167,7.382571582,,,,27.8507950436663,24.8114421260145,3.0393529176518,281.005776307042,111.90506093,27.8507950436663,420.761632280708
2009-06-01,2009,"Q2","2008/09","Q4","June",117.816841479535,74.4965976685592,16.0762900905133,74.66728620412,35.59676608525,10.7695436040596,47.8533075037452,50.9886595561033,36.9186835917086,3.43115958382158,5.510513147,3.49514616959349,2.061536833,45.5004719776733,30.2350714184167,12.428248145,,,,27.7995550265292,24.8478961053497,2.9516589211795,510.063768907771,57.7823541503284,27.7995550265292,595.645678084628
2009-07-01,2009,"Q3","2009/10","Q1","July",61.1839107462213,87.2435337072769,53.2709806270423,74.0095006926511,48.3764284338181,19.1670597255852,7.35002453741031,19.9304795612403,29.4758064175088,0.6737496,0,2.451443385,0.872928095224011,59.8772853976788,10.2234451764167,11.025068704,,,,31.2757620426989,29.8668108674483,1.4089511752506,275.653991897074,209.47765291,31.2757620426989,516.407406849773
2009-08-01,2009,"Q3","2009/10","Q1","August",28.5912125434874,62.3944281772764,15.3512730989735,84.8171650437305,29.9299594636092,4.61450549528854,22.463794262,21.147178701507,34.4296055065581,2.78148062285448,0.414845708,1.6606624752792,0.16674143,30.89289716,12.7734326913206,8.197368318,,,,31.3518547377561,28.2251830819668,3.1266716557893,302.707152217885,57.91939848,31.3518547377561,391.978405435641
2009-09-01,2009,"Q3","2009/10","Q1","September",28.737323959,56.1179931620613,6.9897791384927,52.3229252055961,36.4259359951244,5.6579230994349,15.3095884769409,41.4791274555683,52.9646090170834,3.66281266396809,0.995882536,0.764510655,0.200796175,46.5686369185588,10.4785544784167,8.593656151,,,,35.1772019611009,27.7902533148219,7.386948646279,309.029237201246,58.240817886,35.1772019611009,402.447257048347
2009-10-01,2009,"Q4","2009/10","Q2","October",56.9255444816613,95.4541095307995,31.8318397258012,61.9536201365643,41.2403654162782,18.6038362853495,29.738689017,20.7279892064154,44.3214379122736,1.2311745566159,0.499777738,2.686256069,0.218852439,96.8547799267577,22.5909820104167,10.696164359,,,,38.4184197651762,29.7925652289817,8.62585453619444,333.543718362933,202.031700448,38.4184197651762,573.99383857611
2009-11-01,2009,"Q4","2009/10","Q2","November",40.8568444868533,30.9704981725764,15.8356811423975,97.358293497,35.397302880558,4.85634874234673,64.0677818738442,50.6587315959193,14.8749136528933,4.064495831,2.387611548,1.70183294370405,0.168325801,74.7714775871339,18.380257192413,8.681545735,,,,28.8403737455731,26.967763964952,1.87260978062108,381.93308714564,83.098855537,28.8403737455731,493.872316428213
2009-12-01,2009,"Q4","2009/10","Q2","December",29.8199811914584,65.6443503666976,29.563613451685,60.8939146145011,38.7229446642655,9.60139144892655,31.2116823170176,36.8434764304284,42.5882991153215,3.230599981,1.997590007,1.181812851,0.138563145,14.9254338946492,14.948807525048,9.933209482,,,,33.2299453892221,28.8161882056921,4.41375718353,332.320383525999,58.92528696,33.2299453892221,424.475615875221
2010-01-01,2010,"Q1","2009/10","Q3","January",75.0036764395722,37.1730648121951,62.1603924536872,81.0134015603862,31.9397268850249,6.94181373110736,17.890527837,20.0806042190227,5.56872624130485,1.276971672,0.539260202,1.27168528,0.320707751,71.0685072157361,21.1982960104167,8.53953511486653,,,,25.7286195437232,25.0701303154107,0.6584892283125,278.84794854732,163.138948878,25.7286195437232,467.715516969043
2010-02-01,2010,"Q1","2009/10","Q3","February",38.724843498462,33.6965608781607,8.8721063011826,78.367108868968,44.1728748024887,3.93254304825554,35.369817648,34.1445812349416,25.7327060479033,3.92732637330836,1.458957531,3.857587948,0.230504246,36.0142081631321,17.6434050134167,9.069719276,,,,28.6505524270849,25.3131778907709,3.337374536314,296.787104469219,78.42774641,28.6505524270849,403.865403306304
2010-03-01,2010,"Q1","2009/10","Q3","March",140.47275041323,91.9141707746026,21.0295117769848,78.4880936786423,38.9919641422126,18.054976205,44.1599168290324,26.5278857926563,23.3479187588287,5.708554892,2.048074475,1.281461597,0.340568064,42.0304953567245,16.6858767184167,8.66591230762622,,,,34.1024691367587,25.5892797894103,8.5131893473484,468.438967960957,91.309163821,34.1024691367587,593.850600918716
2010-04-01,2010,"Q2","2009/10","Q4","April",197.176579620567,63.2411924799559,3.90374742440743,96.2002574105777,45.0376021502503,17.524703012,36.640718363,36.9552107690457,2.35403691191029,1.29422614113747,1.404228022,3.521218181,0.484537967,71.0322432439552,36.1200247304167,11.825732226,,,,36.9973490916352,26.9459806721052,10.05136841953,451.977189904224,172.739068749,36.9973490916352,661.713607744859
2010-05-01,2010,"Q2","2009/10","Q4","May",183.623364288,66.662144277188,18.7634759892442,89.6309562633762,121.604009304765,17.4156982009616,32.582579187103,38.7780808466167,70.1148576879782,8.36861904057695,2.467984296,3.74293601355125,0.567242598,88.9178465108272,21.0722537924167,10.009720376,,,,28.1517787362054,24.1935009495164,3.958277786689,713.186232541605,61.135536131,28.1517787362054,802.473547408811
2010-06-01,2010,"Q2","2009/10","Q4","June",154.391043081,166.988952076528,20.7321101996649,73.41433476834,74.0631171616224,12.0959972502638,109.777062965,49.5176790826374,48.7142476728442,16.7293324047126,5.306473313,2.978628634,3.627964396,157.482937837821,109.742200690417,13.928028368,,,,33.1990555160101,28.6224350286469,4.5766204873632,956.32401763185,63.16609227,33.1990555160101,1052.68916541786
2010-07-01,2010,"Q3","2010/11","Q1","July",56.9319535719449,88.4057396241439,3.5091020833631,93.30167559208,41.3318159131181,14.8043320404154,18.35611464821,19.7013480493329,20.8581581378184,0.946309686100189,0.150789896,2.710165995,1.26977699161446,57.9764317189875,23.6996369319167,8.316512018,,,,25.9052171203296,24.9084662608276,0.996750859502,265.767888613046,186.501974285,25.9052171203296,478.175080018375
2010-08-01,2010,"Q3","2010/11","Q1","August",52.547430197,63.5254798407869,9.43513671357983,95.5909363414013,29.0551919273297,6.81936700429034,30.3267278393269,28.4263224401647,7.19335238108025,3.958568213,1.736058061,2.003024462,0.835190480783191,39.6906661075345,13.6212944299167,16.104444001,,,,27.8200415380222,23.8975201852092,3.922521352813,329.236738962194,71.632451478,27.8200415380222,428.689231978216
2010-09-01,2010,"Q3","2010/11","Q1","September",228.0958649437,19.8953423959777,5.06089834786571,74.0348084685996,26.4316644927642,6.58478279104908,64.2637005637815,26.8388037548997,116.32201691441,2.15072225614604,1.437533257,0.686618969905674,1.95928558860395,43.4436950160522,12.3810001094328,9.93679816,,,,32.6387794347407,25.9974659796817,6.641313455059,559.355748155188,80.167787875,32.6387794347407,672.162315464929
2010-10-01,2010,"Q4","2010/11","Q2","October",253.618653246231,62.9161111946335,77.9881885758757,106.354812799105,62.9692028179595,10.7299962908174,36.2914409037557,60.7970995277471,69.1482036880321,1.44192655611111,0.730284677,2.676484052,0.491428652,175.621475581281,22.9914541459167,13.200440627,,,,37.525006884787,25.4652299564752,12.0597769283118,724.699013444465,233.268189891,37.525006884787,995.492210220252
2010-11-01,2010,"Q4","2010/11","Q2","November",139.078711498458,153.871855407316,26.6728089344817,112.074768500676,51.5781536027778,20.6362377966021,133.792665006602,65.1370043917809,109.362305309174,6.30409558719258,2.23172974,3.78141807848837,1.020568642,106.010177229811,55.4660060489167,11.366193154,,,,31.642017168579,27.1227862248444,4.5192309437346,904.752509957277,93.632188971,31.642017168579,1030.02671609686
2010-12-01,2010,"Q4","2010/11","Q2","December",70.4267615403833,60.9501267666324,9.91649103027691,103.533419449939,37.9184189497369,11.2363817378448,36.8224458300079,23.5095325525999,24.867802907314,2.511996941,1.143099995,1.259088672,0.482338961,49.7445115809266,39.9434008469167,11.004446752,,,,34.7622724829808,29.1284550445151,5.63381743846567,403.571866456579,81.698398057,34.7622724829808,520.032536996559
2011-01-01,2011,"Q1","2010/11","Q3","January",131.37260846,38.3933599967128,81.5373150662161,93.5665316646283,73.0849199590748,19.3342031784749,43.3647448930759,22.8997479172029,6.41209673888924,0.596297764,0.527322128,0.592100171,0.868764491,74.31133382993,66.4460820199167,17.59829121,,,,33.8783663856613,28.4151670791523,5.46319930650898,435.217395326122,235.688324162,33.8783663856613,704.784085873783
2011-02-01,2011,"Q1","2010/11","Q3","February",193.691296401826,103.983876991449,13.6650298739433,113.153034147748,54.5989200813112,7.32030954681358,89.118787068272,35.3261795254726,61.9639775059499,3.04091313740944,0.412358618,3.640419724,0.391434289,48.2379771639639,110.233319169917,9.796133077,,,,37.7105744482781,29.7108040452603,7.99977040301777,746.662885793076,101.911080529,37.7105744482781,886.284540770354
2011-03-01,2011,"Q1","2010/11","Q3","March",205.000348490897,36.5247312733935,15.3545099725674,80.9817369898758,57.2716197565029,2.88009695,156.18508818199,23.4689223474178,6.10806027879966,2.4621058703586,0.563892702,1.072344481,1.4919320243742,59.6105111841479,33.6965949169167,8.624209697,,,,45.3444101708991,32.5021491950829,12.8422609758162,613.965992199242,77.330712918,45.3444101708991,736.641115288141
2011-04-01,2011,"Q2","2010/11","Q4","April",230.235148436986,89.524139139572,26.9259522292056,105.656544814988,54.9051104339432,17.2517881112767,53.71148582,29.3446471410892,34.0014624400025,2.384249993,0.92492325,3.015241554,1.361630035,78.9700034151901,53.3250407979167,15.818176003,,,,38.4893887950648,32.186865343091,6.30252345197374,627.75851425517,169.59702936,38.4893887950648,835.844932410234
2011-05-01,2011,"Q2","2010/11","Q4","May",154.867921891015,130.852246581414,25.3240682710579,87.1892952085957,61.527730279651,6.05649429601802,49.7030134477037,33.1234654604177,115.306308206685,4.992768888,2.307245757,1.276570839,1.432041364,61.1561722891635,38.8746737119167,11.161213243,,,,36.2706660258204,32.0334116381385,4.23725438768195,700.988131344638,84.16309839,36.2706660258204,821.421895760459
2011-06-01,2011,"Q2","2010/11","Q4","June",92.0454435977145,36.0915280398177,52.205123643682,83.4180540503638,112.671720509042,7.68769894775508,72.2368171623261,40.5052538931949,19.9599136953617,4.82774655870163,1.870174045,2.542559619,7.939417084,73.4145262946917,25.1697438409167,25.268352985,,,,41.5583660937115,36.7517946391705,4.80657145454106,573.424573929567,84.429500037,41.5583660937115,699.412440060279
2011-07-01,2011,"Q3","2011/12","Q1","July",49.4635058252627,120.167671116101,51.5382921931236,133.505741530028,45.3483400943294,23.3558551271307,24.9623530987693,48.5168971153117,5.38323172573044,0.347639666,0.164762224,3.405520371,0.817926184,126.979310753477,36.41557923945,9.666398235,,,,33.1895987100156,31.8639903074175,1.3256084025981,420.692429974714,259.346594524,33.1895987100156,713.22862320873
2011-08-01,2011,"Q3","2011/12","Q1","August",173.673688623379,207.901676204211,32.8131382781262,99.86541829,44.3118535102872,21.182812378614,75.1454585234507,34.0433605249202,22.8407474557581,4.692995968,2.982859421,2.85804696,0.342843045,64.1772109432184,19.4731873949609,16.878366395,,,,39.7294270187931,33.3303100469612,6.39911697183192,727.386285165926,95.79737875,39.7294270187931,862.913090934719
2011-09-01,2011,"Q3","2011/12","Q1","September",95.7033100047586,83.505053092103,12.0666115243619,72.8770148736908,56.8186888144638,7.69288136567909,33.06989839347,24.4550789861559,18.7670417186808,2.340826008,4.89290911096786,0.711644506,1.526709927,45.8651318142977,8.33816383725,13.841832495,,,,48.1162359497484,37.8292277634995,10.2870081862489,407.52904138988,74.943755082,48.1162359497484,530.589032421628
2011-10-01,2011,"Q4","2011/12","Q2","October",101.421738309499,23.4592336190732,24.0059229460833,170.207789501377,60.6140226034308,22.3814951951512,37.512729325,32.6967853217773,14.8031642642069,3.562053734,0.887184501171303,4.250085297,0.747228584,95.2688902878047,46.16638336325,20.03113608,,,,51.6979303519467,35.7382244857087,15.959705866238,410.973155403825,247.042687529,51.6979303519467,709.713773284772
2011-11-01,2011,"Q4","2011/12","Q2","November",57.1714467237133,148.723608201052,17.3163972644071,82.8538865478159,76.8321760847287,10.8758450353193,75.826221098,41.0730703631632,79.5013427283852,4.238757833,1.320789285,1.329212722,0.902235785,49.350291063355,46.00009094425,22.754685109,,,,43.0247132710537,37.3957700546415,5.62894321641216,641.767387198189,74.30266959,43.0247132710537,759.094770059243
2011-12-01,2011,"Q4","2011/12","Q2","December",99.0126952965517,55.6219534332164,13.4359065330908,70.2776885005453,59.0014223578723,14.5137458813923,52.017126623,23.3196157072154,22.0548089045042,7.262728058,10.1343371154715,1.94816026711635,2.82828668271435,42.4978354765413,24.13849152425,23.893523665,,,,49.2039210852524,42.9922128192049,6.21170826604754,447.781547005482,74.176779021,49.2039210852524,571.162247111734
2012-01-01,2012,"Q1","2011/12","Q3","January",130.357997178323,72.3210916785818,90.4177085426492,122.554385428702,84.7589921349413,22.6862445252198,44.869316177,41.0637286954385,135.033228513285,23.8965700267715,0.666730322,3.372699595,0.704031258,358.192943164549,34.4426849568043,15.143151922,,,,42.98430035247,41.3725137797225,1.61178657274749,924.391548753266,256.089955366,42.98430035247,1223.46580447174
2012-02-01,2012,"Q1","2011/12","Q3","February",101.892279601832,181.44524831302,25.4542748584758,86.7643246560133,31.7209924035924,7.60715648947903,76.504433539,32.9592502240353,18.243987357344,4.16369537,1.735379125384,1.3891416,1.088548354,48.6545642271521,18.06219158825,43.132129008,,,,51.6235983311582,46.7810008417073,4.84259748945086,604.047332923977,76.7702637916,51.6235983311582,732.441195046735
2012-03-01,2012,"Q1","2011/12","Q3","March",72.0319853186982,55.2451772774929,9.05132927196237,69.4747155133133,53.59690745155,4.25146366403432,27.872285489,26.2551389651629,31.8891080878344,3.942971074,0.993198253109445,0.813797732,0.224933448,51.2045305102349,17.7979661918481,21.766024158,,,,61.0702648555056,53.2257413931287,7.84452346237697,368.770111831241,77.641420575,61.0702648555056,507.481797261747
2012-04-01,2012,"Q2","2011/12","Q4","April",67.265830528,109.766134557638,30.7259415636402,126.000822611895,72.176724796,33.6419996049897,64.391049794,39.8468596386908,11.1464140770232,4.726600697,15.1953859895112,4.360569937,0.659503244,154.279727842172,42.94863062025,33.691313834,,,,66.2808044877823,49.3013758243202,16.9794286634621,623.37941454381,187.444094792,66.2808044877823,877.104313823593
2012-05-01,2012,"Q2","2011/12","Q4","May",148.555315915335,85.1442107916951,12.3186656322527,118.333014504993,41.5481029927509,17.2066983175555,41.7124976174534,25.7324345439749,65.9091390919407,6.55285734081372,8.40747691902429,4.32017750841782,3.748995665,68.8672224563318,21.98624457725,10.631369653,,,,59.9569017743301,54.8470600257766,5.10984174855345,595.94328127179,85.031142256,59.9569017743301,740.93132530212
2012-06-01,2012,"Q2","2011/12","Q4","June",75.0339628878354,153.20190330678,29.2211615139161,95.2586628139347,57.5784145428349,19.386059602635,50.3621703933635,43.7775183488001,68.0475841149531,3.420313747,2.29693465579054,7.947948073,0.531739831,64.8147205450079,44.8930704096258,23.49637214,,,,56.4245349112377,50.0129703180269,6.41156459321074,661.382299980477,77.886236946,56.4245349112377,795.693071837715
2012-07-01,2012,"Q3","2012/13","Q1","July",62.2561262276053,135.213873942145,6.507185253,96.7930624060065,81.1083475726875,52.6226526171554,40.7533790477686,64.0331494026401,7.12079687868793,1.088692429,0.551451739,3.53835538,0.977824092,123.002471484841,29.51100988725,18.646858896,,,,65.1716546368023,63.7255923559004,1.44606228090192,602.742939390764,120.982297865023,65.1716546368023,788.896891892589
2012-08-01,2012,"Q3","2012/13","Q1","August",113.802272785225,135.608638823281,68.4858306201249,183.77973637198,46.6442878288229,32.554247858143,66.6410381569827,36.7406249776199,15.9945040501621,7.437053411,4.030941405,2.101249795,1.271767002,107.423871095218,27.2063951942125,17.085650407,,,,78.7590261636486,73.2750970993761,5.48392906427257,614.218220797438,252.589888984333,78.7590261636486,945.56713594542
2012-09-01,2012,"Q3","2012/13","Q1","September",37.284488263,33.999425387245,7.091310335,83.1015002200672,85.6873599306399,26.8757608771681,26.4376950013843,33.7298694009021,58.8768183328715,2.461281268,1.516236615,0.347996996,0.251615181,47.5168249840335,24.92634865225,16.856249038,,,,77.5383221839625,65.287977240735,12.2503449432274,401.801683547795,85.1590969347669,77.5383221839625,564.499102666524
2012-10-01,2012,"Q4","2012/13","Q2","October",46.5051517422618,18.3595343665575,11.1949724409399,50.0598039763099,7.04754616719638,33.8546203390525,31.1023215310296,28.19230100458,6.32379033904598,5.500064604,0.366620349,0.385294982,0.453166414,45.1266638942084,16.593001695,18.172049344,,,,79.454211825525,64.3273262563195,15.1268855692054,319.236903189182,0,79.454211825525,398.691115014707
2012-11-01,2012,"Q4","2012/13","Q2","November",108.569412794812,456.007102006789,42.429034692,206.656424927792,279.761444745244,32.6648975059726,74.07138465,52.8749177940232,34.8020733498821,19.599524537,4.065468075,4.596704071,1.878171419,75.0690035959959,31.98524872185,22.579138279,,,,76.8118026596488,71.0370412474184,5.77476141223033,1173.14900083637,274.460950328993,76.8118026596488,1524.42175382501
2012-12-01,2012,"Q4","2012/13","Q2","December",72.1264376334688,180.271219903704,15.0727734104504,158.557621365383,222.019181265732,23.8919026185113,32.5900670905168,50.4145076864349,19.2205240707158,4.017591462,3.60309388,0.698320034,0.763039089,90.8735818440302,26.3437369855,17.903045103,,,,70.0131412674495,62.6259576401414,7.38718362730811,737.540321782447,180.82632166,70.0131412674495,988.379784709897
2013-01-01,2013,"Q1","2012/13","Q3","January",83.9125394935848,29.4750913480136,4.450154849,12.7755035075272,6.97389003580153,11.9734559717742,35.856030339,41.5924076260542,11.7930813278782,1.717130942,0.540807726,1.362782117,0.49656895,27.9874358334013,31.45271377,17.618057025,,,,75.2350156465602,69.5365441318827,5.69847151467749,319.977650862035,0,75.2350156465602,395.212666508595
2013-02-01,2013,"Q1","2012/13","Q3","February",118.524148270303,272.450381374074,68.479661528,221.172558977585,143.263633464368,16.9512131514183,58.0464035114179,82.9170683294733,11.8732966842706,4.267377209,1.41914304123433,4.321273588,0.564632654,99.8805142970664,34.74356207425,18.333451401,,,,69.6747934550601,63.4334791117928,6.24131434326727,851.749107716129,305.459211839333,69.6747934550601,1226.88311301052
2013-03-01,2013,"Q1","2012/13","Q3","March",64.6299942899791,65.959720604574,18.74948291,153.177139856725,42.130289391466,39.0360793170602,41.90073702,38.916418598575,39.3722706560979,4.179221664,2.3807514888656,0.901574225,4.34122242,96.3029569926909,21.8736055575,18.346811843,,,,76.6742392604088,63.2830887570097,13.3911505033991,469.523015970038,182.675260865496,76.6742392604088,728.872516095943
2013-04-01,2013,"Q2","2012/13","Q4","April",92.706781665758,48.8688791966807,21.8120290890686,101.111905289028,29.1881646567928,8.44614430983776,42.905552263,38.1367851621923,28.379931815106,1.798773603,3.4966260539159,2.94443973574086,1.315058212,79.7594686434484,42.2050394115054,18.541872243,,,,78.6092636634018,62.4692369957411,16.1400266676607,467.233716681482,94.3837346685928,78.6092636634018,640.226715013477
2013-05-01,2013,"Q2","2012/13","Q4","May",82.9468352299103,89.369757230004,33.1955522166794,25.7076182081114,55.2683663576136,13.1045489793781,57.6631524618769,43.4650491224568,7.04364546517298,3.319115075,1.405043136,3.80678203502562,0.806494374,121.756082082409,31.367766728,20.590715676,,,,73.5755980892959,67.0213820651997,6.55421602409616,523.159861936209,67.6566624414299,73.5755980892959,664.392122466934
2013-06-01,2013,"Q2","2012/13","Q4","June",96.2783233690063,253.48234720619,56.811715822949,163.676527340728,74.2999260057822,25.548003968,86.16698168,69.9836346786327,10.1215023580071,9.147278293,4.28760202,3.601153057,0.680145463,186.14397660297,47.3801461925,27.407647356,,,,68.1839813951066,62.4878577432608,5.69612365184578,924.391669851127,190.625241562638,68.1839813951066,1183.20089280887
2013-07-01,2013,"Q3","2013/14","Q1","July",212.35892621756,309.866772498794,21.6900371804011,151.991965117821,49.3117895762779,8.46370228560099,42.698104908,91.5327438674805,32.8542734452779,1.424926763,3.38495523,0.778851531,0.328758659,121.02200563882,32.8986934820613,20.060130871,,,,68.8633380849949,62.4545865699078,6.4087515150871,977.408161718011,123.258475554083,68.8633380849949,1169.52997535709
2013-08-01,2013,"Q3","2013/14","Q1","August",47.057810143813,105.924537330712,76.1294053660729,206.139739346946,103.175809212675,41.662713372254,55.195584545,53.5278603413137,26.6214273319438,6.471347407,2.30699349952522,4.090152042,0.870166708,118.925080587819,30.8012314410613,18.291485858,,,,74.1214618229785,67.2216410844857,6.89982073849284,601.576806511184,295.614538022953,74.1214618229785,971.312806357115
2013-09-01,2013,"Q3","2013/14","Q1","September",37.5190283292045,198.694594802438,27.8955493957217,86.017578100026,41.2358974573223,10.1276922433939,58.5997715099824,46.3392189591246,57.3123460175309,3.500634264,1.610431734,1.483396034,36.1488322520393,56.3736157053797,26.5510389810613,20.072585248,,,,77.3468293486268,64.3899843473716,12.9568450012552,616.116909557141,93.3653014760833,77.3468293486268,786.829040381851
2013-10-01,2013,"Q4","2013/14","Q2","October",128.149856557721,41.5986363064464,32.752375978527,195.504859977535,55.8135094065524,22.708516785,41.321929394,62.2461789195136,9.21531933115554,3.83676695848304,6.615717889,2.442804015,0.560693468,140.174656486032,45.373960683476,18.315793394,,,,85.7994221289842,69.9945270446568,15.8048950843274,515.452787582016,291.178787968426,85.7994221289842,892.430997679426
2013-11-01,2013,"Q4","2013/14","Q2","November",94.7749661294524,375.071058905751,20.3911631969796,126.971873689416,89.596873953536,41.4943217211055,74.216108854,61.9143879299167,44.0264693593754,8.241501696,3.108377552,3.229657447,1.80402008,89.6073730399348,37.1066322790613,19.782986901,,,,72.1806348438978,66.5081120528087,5.67252279108915,996.029449073445,95.3083236610833,72.1806348438978,1163.51840757843
2013-12-01,2013,"Q4","2013/14","Q2","December",66.8720172951138,181.870465425936,23.3845230925097,99.5961586443834,57.2706383269805,80.2705947317266,66.108113676,45.2818233025497,36.5742917911477,5.12358078717365,1.083533314,2.121141858,1.79556981,67.839511420767,27.4469259780613,21.903342627,,,,76.2821688895092,68.4974884777621,7.78468041174717,685.259447797182,99.2827842841667,76.2821688895092,860.824400970858
2014-01-01,2014,"Q1","2013/14","Q3","January",65.0509559646325,206.949382591859,66.9691515963601,187.82856015612,48.038328764,55.9101269184042,32.561660922,66.2562109969167,3.02258295372876,1.952234792,67.1313833445071,2.30755095,0.620764362,90.8980020453273,57.7283715770613,17.382382402,,,,80.8861123998752,73.6031881814982,7.28292421837695,625.068131000834,345.539519336083,80.8861123998752,1051.49376273679
2014-02-01,2014,"Q1","2013/14","Q3","February",129.405563285005,137.239696840147,29.2196708067057,126.20066569253,85.2154326415898,6.953402558,97.243389559,39.072993745593,24.510500571422,8.260368669,2.203029523,2.995130133,2.46415223,59.6448755065976,27.5918638490613,17.83712449,,,,76.7330721010722,70.4394313966133,6.29364070445891,696.770791052568,99.2870690480833,76.7330721010722,872.790932201723
2014-03-01,2014,"Q1","2013/14","Q3","March",93.6530303031017,26.4615907508457,14.1250425380641,116.941423755337,57.5583081398108,17.597805243225,53.927588177,38.8236613860621,10.7460426594959,6.427118583,0.943001112,1.776843906,1.830047352,66.2557704686882,24.5478349600613,17.358635277,,,,83.7461726756374,72.9817971233061,10.7643755523313,437.865730747608,111.108013864083,83.7461726756374,632.719917287329
2014-04-01,2014,"Q2","2013/14","Q4","April",87.7147388280091,323.529755925098,34.4372567423332,130.778143354494,51.2453073651962,21.6226470527513,55.335786653,62.0766254619167,9.67771948886276,3.09787250598041,1.977158844,14.974637917,0.82240625,147.660072316766,39.4836468883897,15.979952135,,,,97.8159601527487,75.3018509039076,22.5141092488411,806.329265924714,194.084461804083,97.8159601527487,1098.22968788155
