"Date","Year","Quarter","FY","QFY","Month","EXP_DPD_SEC","EXP_DPD_RAW","EXP_DPD_AGR","EXP_DPD_EDU","EXP_DPD_HEA","EXP_DPD_WAE","EXP_DPD_JLO","EXP_DPD_ACC","EXP_DPD_EAM","EXP_DPD_TTI","EXP_DPD_LHUD","EXP_DPD_SD","EXP_DPD_ICT","EXP_DPD_PSM","EXP_DPD_PAD","EXP_DPD_PARL","EXP_DPD_STD","EXP_DPD_TOU","EXP_DPD_LGOV","EXP_DPD_I","EXP_DPD_I_DOM","EXP_DPD_I_EXT","EXP_DPD_CEN_TOT","EXP_DPD_LGP_TOT","EXP_DPD_I_TOT","EXP_DPD"
2009-12-01,2009,"Q4","2009/10","Q2","December",1.940266882182,8.63671625883904,17.7857547973466,4.6565086959504,15.796757332146,1.584844023216,0.738907128756,16.9876141305067,18.62670944994,0,0,0,0,0.569471617686,0.031666050852,0,,,,0,0,0,87.3552163674207,0,0,87.3552163674207
2010-01-01,2010,"Q1","2009/10","Q3","January",10.1054403225,35.6674770847701,6.60765975547393,0.3507710747652,0.5198677889904,1.4264555408757,0,3.03295504047955,35.7273647956298,0,0,0,0,34.1100553663719,0,0.15291477,,,,0,0,0,127.700961539857,0,0,127.700961539857
2010-02-01,2010,"Q1","2009/10","Q3","February",19.81066815,5.5204224784072,0.2494102924404,0.4240360064122,52.3892721116674,0.16471455,0,2.1177113502818,3.2184780636736,0.0460067104588,0,0,0,7.989485437024,0,0,,,,0,0,0,91.9302051503654,0,0,91.9302051503654
2010-03-01,2010,"Q1","2009/10","Q3","March",3.5945056214639,10.3473066815498,2.38179806671801,95.5568101947459,3.49383939203787,0,0.63248723824,6.6065218711191,44.2554720480259,0,0,0,0,13.734704322488,0,0.10426634075,,,,0,0,0,180.707711777138,0,0,180.707711777138
2010-04-01,2010,"Q2","2009/10","Q4","April",12.60458369388,7.10231606599314,0.28342181338614,0.262227148792684,3.53725567769,0,0,10.20375572116,1.14305490223274,0.22906751,0,0,0,7.10220277821,0,0,,,,0,0,0,42.4678853113447,0,0,42.4678853113447
2010-05-01,2010,"Q2","2009/10","Q4","May",0,0.30689054039,1.7105923935446,2.6671138235147,62.3391807742516,6.2759281429446,0.0060382372475,0.08915737,20.1482481708757,0.4117465008969,0,0.08692843575,0,20.656004271698,0,0,,,,0,0,0,114.697828661114,0,0,114.697828661114
2010-06-01,2010,"Q2","2009/10","Q4","June",0,1.1963825425872,1.4777427984,1.1993272150464,4.12209446976,0.18717902376,0,0.25691473152,23.8383714023328,0.3610549536,0,0,0,49.273144789973,0,0,,,,0,0,0,81.9122119269794,0,0,81.9122119269794
2010-07-01,2010,"Q3","2010/11","Q1","July",17.7762375,19.01444984437,3.69420706092778,4.116176911329,1.63300215068,0.183974532319,0.045146,0.712633831151,51.882628310547,0.45146,0,0,27.5657525725,15.295484980262,0,0,,,,0,0,0,142.371153694086,0,0,142.371153694086
2010-08-01,2010,"Q3","2010/11","Q1","August",0,2.53018973585,2.03301620903098,0.92062260283,7.2056888710707,0.2126360026,0.745452592440211,8.98504193280425,27.144536898969,0,0,0,13.6216790808,1.607738263509,0,0,,,,0,0,0,65.0066021899042,0,0,65.0066021899042
2010-09-01,2010,"Q3","2010/11","Q1","September",0,13.267812815806,6.04319993825885,0.040455861,7.53815077202843,2.607827237065,0.0096783387,5.270039218282,26.29239621521,0.110805046225,0,0.22513,24.8295584331,4.1331656952817,2.01462171120413,0,,,,0,0,0,92.3828412821611,0,0,92.3828412821611
2010-10-01,2010,"Q4","2010/11","Q2","October",17.565377715,7.5302776189302,8.87364679695568,1.9895159320578,10.0590887071386,0.22394087196,0.5831862579888,23.2828801636659,40.6462539330522,0.042238893,0,0,0,15.1648123537182,0,0,,,,0,0,0,125.961219243467,0,0,125.961219243467
2010-11-01,2010,"Q4","2010/11","Q2","November",14.3847960333163,18.1078451955373,7.71771655172682,3.96170208385,3.3953371139659,0.215763763855,3.86913243033491,6.7822657127175,30.599563819466,0.0205540526,0,0.647066632360801,0,9.1253539159487,0,0,,,,0,0,0,98.8270973056792,0,0,98.8270973056792
2010-12-01,2010,"Q4","2010/11","Q2","December",22.4500863500891,18.8755735165102,0.420295582215,18.191682973146,3.18119003270882,1.9592803882435,1.04199187613784,0.07847646366,13.5409339827965,0,0,0,0,9.32727533537724,0,0,,,,0,0,0,89.0667865008842,0,0,89.0667865008842
2011-01-01,2011,"Q1","2010/11","Q3","January",0,13.3747802403719,2.5838451944886,0.40003958374485,5.24027937505555,0.945160605719148,0.175537611368,0.466627,0.03208527252,0,0,0,0,7.1933268285767,0,0,,,,0,0,0,30.4116817118447,0,0,30.4116817118447
2011-02-01,2011,"Q1","2010/11","Q3","February",7.84955456708333,4.44806539436974,2.03427694524879,1.79599348133701,6.82040020152503,0.0189227719555556,0.0537940682944444,1.05386725,27.2063789158779,0.0327444985513,0,0,0,17.1313323382094,0,0,,,,0,0,0,68.4453304324525,0,0,68.4453304324525
2011-03-01,2011,"Q1","2010/11","Q3","March",0,14.6149730511318,2.66657085722,2.71048935178249,4.80410810718982,0,1.05869799001231,2.2836952127644,3.71895880558287,0.342217846229218,0,0,0.759290594978936,8.67090658955482,0,0,,,,0,0,0,41.6299084064467,0,0,41.6299084064467
2011-04-01,2011,"Q2","2010/11","Q4","April",17.4871015097482,13.835450267217,14.1153471559575,2.49816522818036,9.69950809413457,0.725555255229423,0,3.91201209220211,6.93803862852142,0,0,0,0,11.8089859855191,0,0,,,,0,0,0,81.0201642167097,0,0,81.0201642167097
2011-05-01,2011,"Q2","2010/11","Q4","May",19.795364752896,4.6611390476016,0.2924320153184,3.60094859083762,16.6648007811615,0.05960126816,0.673920531088,7.41749417653212,16.1080504007536,0,0,0,0,16.3785892051088,0,0,,,,0,0,0,85.6523407694576,0,0,85.6523407694576
2011-06-01,2011,"Q2","2010/11","Q4","June",28.8479685247256,1.4988085036512,12.5530912564688,1.02321921768,14.1546761212714,2.4571915311417,0.917696098132,7.1794369218696,9.5363287853696,0.1514204326904,0,0,0,20.68811196266,0,0,,,,0,0,0,99.0079493556603,0,0,99.0079493556603
2011-07-01,2011,"Q3","2011/12","Q1","July",15.9664095670283,56.4741326225431,3.79469545210864,1.37757749035556,0.320116954468093,6.25144941300147,2.46437896261998,4.41200944416674,4.06462186378294,0,0,0,0,50.4123201721093,0,0,,,,0,0,0,145.537711942184,0,0,145.537711942184
2011-08-01,2011,"Q3","2011/12","Q1","August",12.5141420665673,62.835146602013,16.7868013913514,0,3.65955198906017,3.72788900118619,1.02317011227273,3.810214189376,15.4720664359491,0,0,0,0,13.1262390815161,0.0354065728727273,0,,,,0,0,0,132.990627442165,0,0,132.990627442165
2011-09-01,2011,"Q3","2011/12","Q1","September",5.3466,37.50843346572,0.517722652188,1.63230635715,0.100788323244,1.847331227826,2.151258730152,0.290238774,4.87054738905,0,2.1105,0,0,9.252029367252,0,0,,,,0,0,0,65.627756286582,0,0,65.627756286582
2011-10-01,2011,"Q4","2011/12","Q2","October",12.47007163664,19.7208828295689,1.26527062171986,3.64354187166867,12.5342607577575,6.33735137933525,0,9.75967491596237,18.254177945202,0,0.561074,0,0,5.05175247429991,0,0,,,,0,0,0,89.5980584321545,0,0,89.5980584321545
2011-11-01,2011,"Q4","2011/12","Q2","November",16.6303237156,6.36804341099222,1.83742299389382,5.0702568912496,57.2883534616032,5.1947824313733,0,9.1870802778808,27.3526761435242,0,0,0,0,13.9046284493402,0,0,,,,0,0,0,142.833567775457,0,0,142.833567775457
2011-12-01,2011,"Q4","2011/12","Q2","December",12.4639742808,45.193983267505,9.05838256315188,4.42967243798268,13.5354407839031,7.00666210181196,0,5.5314357551208,30.3030421658345,0,16.1334108218556,0.40788798114708,2.89465971191712,27.2215627032056,0,0,,,,0,0,0,174.180114574235,0,0,174.180114574235
2012-01-01,2012,"Q1","2011/12","Q3","January",12.7985574054264,3.97809151625631,4.42233314835383,1.23736564029232,1.09236507713632,6.11210909415747,0,0.187995630519286,5.54617525243603,10.2696747307842,0,0,0,137.326531404382,0.156922551190476,0,,,,0,0,0,183.128121450935,0,0,183.128121450935
2012-02-01,2012,"Q1","2011/12","Q3","February",12.312264060965,25.999737531053,10.0459794197285,2.0753772501915,0.424290818886448,0.684859014942999,0,3.14764223581672,4.37816726899885,0,0.330571638571429,0,0,3.48043307396493,0,0,,,,0,0,0,62.8793223131193,0,0,62.8793223131193
2012-03-01,2012,"Q1","2011/12","Q3","March",14.39310661896,17.5787620367365,3.75528785729148,1.81497189571212,25.072490873827,1.69765731215796,0,1.33152212667462,9.27020931123,0,0.02599827924,0,0,5.12814374656452,0.1366761,0,,,,0,0,0,80.2048261583941,0,0,80.2048261583941
2012-04-01,2012,"Q2","2011/12","Q4","April",0,85.2136222025016,20.7644355225151,15.8225958760097,0,9.8951275996318,0,3.69129151718512,3.0251469790166,0,14.2562624539102,0,0,68.9256946067034,0,0,,,,0,0,0,221.594176757474,0,0,221.594176757474
2012-05-01,2012,"Q2","2011/12","Q4","May",18.7559890304942,12.2537922141088,0.708413703797685,14.404158487445,1.25195676428795,6.62865181229386,0.0111382361433691,0.204727131152962,26.3163624423488,1.57083487312095,0.350062881868564,1.71162038908853,0,14.6141756101823,0,0,,,,0,0,0,98.781883576333,0,0,98.781883576333
2012-06-01,2012,"Q2","2011/12","Q4","June",44.34467325696,150.744964136481,7.9521907934358,51.5156493915983,28.5139810198408,15.2118749669126,0.53443464622092,10.6108661910841,43.0038457980865,0,-0.00323712108,0,0,34.1113462890206,0.15899904,0,,,,0,0,0,386.69958840856,0,0,386.69958840856
2012-07-01,2012,"Q3","2012/13","Q1","July",2.47418022727273,3.27177577158027,0,4.56233438464269,6.31067575224037,15.1779688982107,0.715704327985058,6.33982902775504,2.06714874826418,0,0,0,0,15.7473022505195,0,0,,,,0,0,0,56.6669193884706,0,0,56.6669193884706
2012-08-01,2012,"Q3","2012/13","Q1","August",34.4058708764151,13.1785958600852,23.8488312448671,1.84868743267478,3.00023997545515,4.69633009237202,11.6154362653263,0.429661746112972,11.7820505753605,0,0,0,0,13.689362955815,0.206839164702888,0,,,,0,0,0,118.701906189187,0,0,118.701906189187
2012-09-01,2012,"Q3","2012/13","Q1","September",0,12.9567394137507,0,5.50790213595376,22.023943670431,12.8161362085288,1.1436040646788,5.23882734478512,13.8077325396796,0,0,0,0,18.2719114134188,0,0,,,,0,0,0,91.7667967912266,0,0,91.7667967912266
2012-10-01,2012,"Q4","2012/13","Q2","October",17.6891711598888,7.3833963658593,10.0214239963295,48.6888796643284,0.866409633995637,41.7082993544032,0.615630201521711,3.09944555635733,0.941073943292643,0,0,0,0,32.4068100360675,0,0,,,,0,0,0,163.420539912044,0,0,163.420539912044
2012-11-01,2012,"Q4","2012/13","Q2","November",1.74977176436364,138.337214156351,0,4.39036827364852,153.103427995736,8.00484939678639,0,1.94398839872675,13.5438118329886,0,0,0,0,8.77600711434927,0,0,,,,0,0,0,329.84943893295,0,0,329.84943893295
2012-12-01,2012,"Q4","2012/13","Q2","December",32.2777093232842,100.474032413997,5.23712390806964,4.72911759266575,175.416109613819,5.76000480553683,1.53358552671238,19.0162870161559,0.806815130695427,0,0,0,0,28.7612419064049,0,0,,,,0,0,0,374.012027237341,0,0,374.012027237341
2013-01-01,2013,"Q1","2012/13","Q3","January",51.0775019552143,19.1795001880554,0,1.92152716639836,0.332451821330143,7.85318382917252,0,7.29782175951963,11.1781851272292,0,0,0,0,6.33676321982658,0,0,,,,0,0,0,105.176935066746,0,0,105.176935066746
2013-02-01,2013,"Q1","2012/13","Q3","February",20.328333417449,43.2059616988652,0,45.5009861574328,58.5465162915252,0.404685248347264,1.73879093046762,15.2583274766076,13.0898168405345,0,0.410729950538938,0,0,21.783305310889,0,0,,,,0,0,0,220.267453322657,0,0,220.267453322657
2013-03-01,2013,"Q1","2012/13","Q3","March",22.1171918075789,28.1769444760198,0,0.131752287742105,0.37368751465007,17.429728353455,0,1.31405623516896,22.9796187752503,0,0.48089956827581,0,0,33.5120149746794,0,0,,,,0,0,0,126.51589399282,0,0,126.51589399282
2013-04-01,2013,"Q2","2012/13","Q4","April",1.29604167849111,22.1581736528652,16.3840522837339,7.83678950663485,0.390138243482261,0.0238077833008271,0,2.65914141124579,29.0174497729464,0,2.71051891562981,0.238384716942151,0,50.9451655792219,0,0,,,,0,0,0,133.659663544494,0,0,133.659663544494
2013-05-01,2013,"Q2","2012/13","Q4","May",16.9135339204394,22.3081277164945,5.71890702342656,0.248758926177124,2.05795848668503,1.40206319879846,0.42521079421614,1.56398310293058,1.59804392181126,0,0,0,0,15.6845334595072,0,0,,,,0,0,0,67.9211205504862,0,0,67.9211205504862
2013-06-01,2013,"Q2","2012/13","Q4","June",17.3359384952,104.222618599538,38.9317634984317,7.0145262918731,2.9588206045047,0,0,5.6701386755468,2.3736484542992,0,0,0,0,74.4692709757074,0,0,,,,0,0,0,252.976725595101,0,0,252.976725595101
2013-07-01,2013,"Q3","2013/14","Q1","July",36.9851881696794,23.1011849155216,7.10196667967569,7.42047619560897,7.45060075079916,2.70381255409212,0,8.63203312578908,6.0649271607798,0,0,0,0,32.6281260647058,0,0,,,,0,0,0,132.088315616652,0,0,132.088315616652
2013-08-01,2013,"Q3","2013/14","Q1","August",0.967076815541343,22.2013485827063,11.5214544077799,12.2367975436044,0.324474634383549,8.53042033382722,0,3.35239476655582,12.0078407046189,0,0.386830726216537,0,0,8.67688460494767,0,0,,,,0,0,0,80.2055231201816,0,0,80.2055231201816
2013-09-01,2013,"Q3","2013/14","Q1","September",0.367126117605491,11.1891759317687,15.4416380944496,6.32926825968643,2.78984565606182,1.19262542816963,0.149681307174508,5.56616130725148,4.85769463578365,0,0,0,31.3729557832862,11.129826903529,0,0,,,,0,0,0,90.3859994247665,0,0,90.3859994247665
2013-10-01,2013,"Q4","2013/14","Q2","October",54.55196162349,4.7174805482422,0,11.5098978820313,1.75061156632591,0,0,1.51868549253947,8.03625336043398,1.1100121322,0,0,0,53.0101009566269,0.14284328918,0,,,,0,0,0,136.34784685107,0,0,136.34784685107
2013-11-01,2013,"Q4","2013/14","Q2","November",18.3277730228547,91.5079394470404,7.65778954880542,30.9367476824575,2.33648931864245,42.4260596029936,0,0,24.7320684302145,0,0,0,0,50.2611598746884,0,0,,,,0,0,0,268.186026927697,0,0,268.186026927697
2013-12-01,2013,"Q4","2013/14","Q2","December",22.1118752411455,9.01716550878357,0.0577975570032493,7.80204781124134,25.2505723456787,99.3530849426144,0,5.0933089974118,37.4561287155054,3.15309335521268,0,0,0,22.859235485468,0,0,,,,0,0,0,232.154309960065,0,0,232.154309960065
2014-01-01,2014,"Q1","2013/14","Q3","January",15.7150908306325,2.92219115585886,0.0835121743601059,2.25259659103697,0,9.03981122040421,0,0,1.11549172972876,0,66.1611295015071,0,0,1.7352679023273,0,0,,,,0,0,0,99.0250911058558,0,0,99.0250911058558
2014-02-01,2014,"Q1","2013/14","Q3","February",17.582053369005,47.295078545147,9.87849909870573,28.3264499034462,0.121212386589775,0,0,0.571478341676371,0.528246133422027,0,0,0,0,4.85588539659758,0,0,,,,0,0,0,109.15890317459,0,0,109.15890317459
2014-03-01,2014,"Q1","2013/14","Q3","March",7.50242914310173,5.59589368584573,0.236910946064057,18.0379039142537,11.2743291498108,0.10035742122503,0,1.13693245114542,3.18904518049595,0,0,0,0,14.9100506496882,0,0,,,,0,0,0,61.9838525416306,0,0,61.9838525416306
2014-04-01,2014,"Q2","2013/14","Q4","April",16.8732424270091,19.8867607090979,1.29649871233321,14.8918677750773,0.43546337052952,0.894177666751294,0,0,3.29793669386276,0.0297126009804069,0,0,0,61.6320408787662,0.0807198463284905,0,,,,0,0,0,119.318420680736,0,0,119.318420680736
2014-05-01,2014,"Q2","2013/14","Q4","May",1.12703825869064,49.4829796284964,0,10.4077747088052,0.214888064409578,28.653533812249,0,1.93426763704268,34.2324285777873,0,1.64250332135934,0,0,26.461561776239,0,0,,,,0,0,0,154.156975785079,0,0,154.156975785079
2014-06-01,2014,"Q2","2013/14","Q4","June",26.450798532,7.8300660235905,16.2445973756427,29.489621976851,74.6210964701417,0.2485354104159,0,2.5216207640119,17.6452494010776,0,0.0661225,0,0,6.0259937621401,0,0,,,,0,0,0,181.143702215871,0,0,181.143702215871
2014-07-01,2014,"Q3","2014/15","Q1","July",3.16021842803935,9.8164477957648,0,10.2221285827174,9.848698606977,13.2084505219425,0.58353225489385,4.37949520290208,50.7356943475513,1.01628531372827,0.727956314898865,0,0,11.4410150073999,0,0,,,,0,0,0,115.139922376815,0,0,115.139922376815
2014-08-01,2014,"Q3","2014/15","Q1","August",0,92.2175336494762,12.0120407100326,21.6818590747543,3.71547317606659,12.9464328251777,0.235970376367257,3.9248831473346,10.2646836624447,0,0,0,0,17.0028569472212,0,0,,,,0,0,0,174.001733568875,0,0,174.001733568875
2014-09-01,2014,"Q3","2014/15","Q1","September",68.2383614891128,17.8734394289727,1.53493665600497,8.44368710510572,4.00161565591074,15.2743108070071,0.0737838849350555,0.130760281182737,16.3348258522329,0,0,0,0,47.3318863689092,0,0,,,,0,0,0,179.237607529374,0,0,179.237607529374
2014-10-01,2014,"Q4","2014/15","Q2","October",27.2980382399237,1.41195577510143,-0.661978259889324,7.05460896886963,11.1854820253592,47.4707120384667,0.17438649209769,0.0821706757074634,11.8814258803208,0,0,0,0,6.3457619486178,0,0,,,,0,0,0,112.242563784575,0,0,112.242563784575
2014-11-01,2014,"Q4","2014/15","Q2","November",18.7960444718435,23.6901892365192,0,5.74342239082558,5.66089354513026,0.462144754878177,0,0.32810667,6.90625115599377,0,0,0,0,32.2644989911162,0,0,,,,0,0,0,93.8515512163067,0,0,93.8515512163067
2014-12-01,2014,"Q4","2014/15","Q2","December",19.5815234888,108.637975409985,5.9219142570848,8.455759471796,17.9392162126008,73.3282464278312,0.2424067949056,16.0679709179288,34.6671423764432,0,1.3863706688,0,0,24.0409729608984,0,0,,,,0,0,0,310.269498987074,0,0,310.269498987074
2015-01-01,2015,"Q1","2014/15","Q3","January",21.5816684853,6.6555635982495,6.6978878873313,18.5143911813465,0.3287130818895,0.2058562885038,10.9338982516137,0.7069087628229,22.0129992609186,0,0,0,0,2.6016578358903,0,0,,,,0,0,0,90.2395446338661,0,0,90.2395446338661
2015-02-01,2015,"Q1","2014/15","Q3","February",0,16.8680408516037,0.6655249771797,2.8459969686159,20.7562184363853,2.0309481866916,0,3.3515219872992,23.1916443804309,0,0,0,0,29.5647870653553,0,0,,,,0,0,0,99.2746828535616,0,0,99.2746828535616
2015-03-01,2015,"Q1","2014/15","Q3","March",13.4684014413,67.9379207337753,3.5434292600109,7.7733444185865,6.572760472434,12.5872407232338,0,10.8112326876918,24.1978080718218,2.4938587595181,0.2745914457,0,0,11.058166881333,0,0,,,,0,0,0,160.718754895405,0,0,160.718754895405
2015-04-01,2015,"Q2","2014/15","Q4","April",17.809321289646,10.710550982789,0,-0.46667946374,61.9731400246973,14.7108494842286,0,3.9027031745479,5.0558813329405,0,60.4699786765597,0,0,6.1989753634355,0,0,,,,0,0,0,180.364720865104,0,0,180.364720865104
2015-05-01,2015,"Q2","2014/15","Q4","May",20.452537872,6.933572112504,0,1.569489461945,8.084507209237,17.286822485941,0,0.302777735963,2.507941561547,0,-0.17175954,0,0,4.417303019373,0,0,,,,0,0,0,61.38319191851,0,0,61.38319191851
2015-06-01,2015,"Q2","2014/15","Q4","June",4.5090328972,59.0405003443883,0,18.1324509925836,1.5229383837527,24.2550235190965,0,8.7436482373055,5.317705214874,0,0.3781177251,0,0,52.0932685496257,0,0,,,,0,0,0,173.992685863926,0,0,173.992685863926
2015-07-01,2015,"Q3","2015/16","Q1","July",0.922417090309224,18.9986283657017,0,13.1008283590117,40.8076558418576,45.3910035943109,0,0.954274759814917,10.0825106118664,0.885875063263348,0,0,0,5.11452087112065,0,0,,,,0,0,0,136.257714557256,0,0,136.257714557256
2015-08-01,2015,"Q3","2015/16","Q1","August",65.9543110217271,70.1519881778029,0,1.90889243940665,13.3713531333578,42.0082723454576,0,2.65254752323291,58.5565773424023,0,0,0,0,0.941072637092432,0,0,,,,0,0,0,255.54501462048,0,0,255.54501462048
2015-09-01,2015,"Q3","2015/16","Q1","September",8.10457089787537,6.94884142128762,14.3647166356236,21.3781933765237,32.2804226435857,7.77247144591182,0.105386985261313,5.06136842719063,4.74188767328408,0,59.9780666383707,0,12.0977841803822,3.89276075341655,0,0,,,,0,0,0,176.726471078713,0,0,176.726471078713
2015-10-01,2015,"Q4","2015/16","Q2","October",13.6528827056813,44.737282983902,0,4.54840494723663,10.6573328314609,25.1288829526205,0,9.66114053110164,12.9006345364527,0,0,0,0,32.8333403735694,0,0,,,,0,0,0,154.119901862025,0,0,154.119901862025
2015-11-01,2015,"Q4","2015/16","Q2","November",0,20.9550586150007,-2.11979419671784,13.049410277636,12.4356563550522,62.785770093582,0,45.2549450358936,26.2024572166803,0,0,0,0,10.2985878671295,0,0,,,,0,0,0,188.862091264256,0,0,188.862091264256
2015-12-01,2015,"Q4","2015/16","Q2","December",76.682016160152,2.983234788248,0,4.6919057373032,39.130923356148,15.4852416708912,0,0.4128687577456,35.2527321743168,0,0,0,0,8.0875582937344,0,0,,,,0,0,0,182.726480938539,0,0,182.726480938539
2016-01-01,2016,"Q1","2015/16","Q3","January",0,2.9938126015347,0,4.3001294485545,5.9896789626366,0,0,0.0575334340383,9.0610249457079,0,0,0,0,9.2629148882655,0,0,,,,0,0,0,31.6650942807375,0,0,31.6650942807375
2016-02-01,2016,"Q1","2015/16","Q3","February",0,7.4709509883558,13.72274174964,6.9457636398513,28.602996914778,56.2353131267994,0,2.7855428668749,3.5743804407597,1.06788,0,0,0,9.3925267692927,0,0,,,,0,0,0,129.798096496352,0,0,129.798096496352
2016-03-01,2016,"Q1","2015/16","Q3","March",15.412075671681,27.072129199479,5.0224177575,2.3650014234288,14.604391100286,0.713878956102,0,7.8584638537587,5.5979291077515,1.955304340821,0,0,0,5.5761977521497,0,0,,,,0,0,0,86.1777891629577,0,0,86.1777891629577
2016-04-01,2016,"Q2","2015/16","Q4","April",0.606981175,11.4721087404926,0,27.7804199229891,4.764646658719,11.7647231253664,0,13.5597304,2.5943437050459,0,29.577293301625,0,0,70.1508582384696,0,0,,,,0,0,0,172.271105267708,0,0,172.271105267708
2016-05-01,2016,"Q2","2015/16","Q4","May",3.46855707,3.996506448896,4.365983162,28.32032068451,0.6437638044,45.66000200192,0,14.392497139875,19.12720143189,0,0,0,0,50.584392477843,0,0,,,,0,0,0,170.559224221334,0,0,170.559224221334
2016-06-01,2016,"Q2","2015/16","Q4","June",47.828490074749,6.844072912169,0,4.876435600693,6.45343928885,5.80972080523529,0,6.02071391104,19.1502805900768,0,0,0,0,29.923014706314,0,0,,,,0,0,0,126.906167889127,0,0,126.906167889127
2016-07-01,2016,"Q3","2016/17","Q1","July",8.55821536123069,9.3761708631543,0,5.99571010550932,7.50221009690476,76.2807395110298,0,1.60917797942797,15.2162792146644,0,0,0,0,0.937387293082627,0,0,,,,0,0,0,125.475890425004,0,0,125.475890425004
2016-08-01,2016,"Q3","2016/17","Q1","August",4.05094480362613,5.12030758678275,3.51647825517063,6.24925213732909,17.4476680405353,2.91483647820308,0,4.78786351015486,2.53641099609386,0,0,0,0.737628863677749,17.2315403273105,0,0,,,,0,0,0,64.5929309988839,0,0,64.5929309988839
2016-09-01,2016,"Q3","2016/17","Q1","September",1.92988089118313,15.4852988493529,0,3.04073516581612,43.0603780557502,33.7921185764704,0,5.23759230060916,36.787541868746,2.65248130953062,0,0,0,9.10039730180048,0,0,,,,0,0,0,151.086424319259,0,0,151.086424319259
2016-10-01,2016,"Q4","2016/17","Q2","October",20.8336219689564,2.15348522312018,31.6523915380689,6.17047570010968,4.77658174231259,6.48186271936619,0,4.16708726354106,4.46470757310696,0,78.7158598488397,0,3.07727683436894,2.405491998409,0,0,,,,0,0,0,164.8988424102,0,0,164.8988424102
2016-11-01,2016,"Q4","2016/17","Q2","November",116.556474743705,2.83402232586999,0,15.8861572395591,7.51767071719203,26.5032968181998,0,7.66413705922612,24.6898994208258,0,0,0,0,3.67043645077652,0,0,,,,0,0,0,205.322094775355,0,0,205.322094775355
2016-12-01,2016,"Q4","2016/17","Q2","December",6.6147282968,8.53987315430145,4.7851325496,40.46106784148,21.575290309664,10.5140241685531,5.68771612491264,38.8428269740525,32.0913597781962,0,0,0,0,22.9793443213558,0,0,,,,0,0,0,192.091363518916,0,0,192.091363518916
2017-01-01,2017,"Q1","2016/17","Q3","January",0,7.62743436156517,0.751381258551,4.155237327417,3.01667033415,4.46759930711344,0,1.34805,5.97473860758579,0,0,0,0,7.25808722365828,0,0,,,,0,0,0,34.5991984200407,0,0,34.5991984200407
2017-02-01,2017,"Q1","2016/17","Q3","February",6.29880594618891,1.78616029166305,28.084739079639,1.39415284712213,0,1.83922799655341,0,17.137459354638,2.60119408707957,0,0,0,0,14.8498595570769,0,0,,,,0,0,0,73.991599159961,0,0,73.991599159961
2017-03-01,2017,"Q1","2016/17","Q3","March",13.535760062565,5.08676560027632,0,6.76127993142416,25.624831429743,3.744133470909,0,23.666578059852,8.4664664579931,0,0,0,0,22.363945489942,0,0,,,,0,0,0,109.249760502705,0,0,109.249760502705
2017-04-01,2017,"Q2","2016/17","Q4","April",0,0.324413509761859,21.328118216226,2.070484628627,6.420608227152,25.1169058978817,0,2.6947,10.3938159645277,0,0,0,0,4.52508252016,0,0,,,,0,0,0,72.8741289643363,0,0,72.8741289643363
2017-05-01,2017,"Q2","2016/17","Q4","May",85.88162378041,125.204561626306,41.82262479376,7.34341647318133,3.85764663819,28.2028904073354,0,0,11.4771756420988,0,0,0,0,9.3406809463786,0,0,,,,0,0,0,313.130620307661,0,0,313.130620307661
2017-06-01,2017,"Q2","2016/17","Q4","June",1.174618667822,19.1021364833606,0,28.560524163942,9.36095398543,10.48558060338,0,5.3954,5.994154676862,0,0,0,47.603534132264,156.028682359,0,0,,,,0,0,0,283.705585072061,0,0,283.705585072061
2017-07-01,2017,"Q3","2017/18","Q1","July",10.360904551583,80.7937536212339,13.505739375,7.43266227801502,2.12298786887541,125.27940572963,0,4.42584530771557,27.6646041852241,0,0,0,0,8.91243123693769,0,0,0,,,0,,,280.498334154215,0,0,280.498334154215
2017-08-01,2017,"Q3","2017/18","Q1","August",0,23.5288505524174,30.7206562880664,37.9429477499565,32.1264409687506,8.99871518661201,0,2.43843321932336,9.69803690320122,3.8454722466087,0,0,0,108.229419081366,0,0,0,,,0,,,257.528972196302,0,0,257.528972196302
2017-09-01,2017,"Q3","2017/18","Q1","September",24.4922561738628,169.440910620283,9.54801358048752,6.67231883290886,6.86081293179046,23.481015151902,0,4.4998325,11.9311844351504,2.866566096068,0,0,0,23.8502572229156,0,0,0,,,0,,,283.643167545369,0,0,283.643167545369
2017-10-01,2017,"Q4","2017/18","Q2","October",109.332414486539,32.9215484264186,20.9071457446603,15.8140703147997,9.47187096167452,0.643941344494381,0,25.7467578405814,14.1461999206623,0,0,0,0,7.15964124051688,0,0,0,,,0,,,236.143590280347,0,0,236.143590280347
2017-11-01,2017,"Q4","2017/18","Q2","November",0,54.7249090115013,20.1456278135963,7.44198961687711,3.39956838468678,16.6513812977778,0,34.6324241527839,9.67469791143461,0,86.7206528122272,0,0,5.39021401856312,0,0,0,,,0,,,238.781465019448,0,0,238.781465019448
2017-12-01,2017,"Q4","2017/18","Q2","December",34.2612223894751,76.7179506910335,5.86962193621507,10.9271258224034,16.8117561502658,109.214218432402,0,26.4854343527075,30.5159600226572,0,0,0,0,49.9885602464852,0,0,0,,,0,,,360.791850043645,0,0,360.791850043645
